p_mut	p_inf	seed	n_inf_n	n_rec_n	ief_mean	ief_var	ief_max	ief_min	r0_mean	r0_var	r0_bins
0.01	0.0	13	0	10	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.01	0.0	14	0	10	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.01	0.0	15	0	10	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.01	0.0	16	0	10	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.01	0.0	17	0	10	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.01	0.0	18	0	10	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.01	0.0	19	0	10	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.01	0.0	20	0	10	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.01	0.0	21	0	10	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.01	0.0	22	0	10	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.01	0.0	23	0	10	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.01	0.0	24	0	10	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.01	0.0	25	0	9	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.01	0.0	26	0	10	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.01	0.0	27	0	10	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.01	0.0	28	0	10	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.01	0.0	29	0	10	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.01	0.0	30	0	10	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.01	0.001	1	0	10	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.01	0.001	2	0	10	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.01	0.001	3	0	10	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.01	0.001	4	0	9	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.01	0.001	5	0	10	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.01	0.001	6	0	10	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.01	0.001	7	0	10	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.01	0.001	8	0	10	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.01	0.001	9	0	10	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.01	0.001	10	0	10	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.01	0.001	11	0	10	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.01	0.001	12	0	10	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.01	0.001	13	0	10	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.01	0.001	14	0	10	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.01	0.001	15	0	10	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.01	0.001	16	0	10	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.01	0.001	17	0	10	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.01	0.001	18	0	10	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.01	0.001	19	0	10	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.01	0.001	20	0	10	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.01	0.001	21	0	10	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.01	0.001	22	0	10	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.01	0.001	23	0	10	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.01	0.001	24	0	10	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.01	0.001	25	0	9	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.01	0.001	26	0	10	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.01	0.001	27	0	10	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.01	0.001	28	0	10	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.01	0.001	29	0	10	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.01	0.001	30	0	10	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.01	0.01	1	0	10	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.01	0.01	2	0	10	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.01	0.01	3	0	10	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.01	0.01	4	0	9	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.01	0.01	5	0	10	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.01	0.01	6	0	10	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.01	0.01	7	0	10	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.01	0.01	8	0	10	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.01	0.01	9	0	10	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.01	0.01	10	0	10	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.01	0.01	11	0	10	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.01	0.01	12	0	10	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.01	0.01	13	0	10	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.01	0.01	14	0	10	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.01	0.01	15	0	10	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.01	0.01	16	0	10	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.01	0.01	17	0	10	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.01	0.01	18	0	10	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.01	0.01	19	0	10	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.01	0.01	20	0	10	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.01	0.01	21	0	10	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.01	0.01	22	0	10	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.01	0.01	23	0	10	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.01	0.01	24	0	10	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.01	0.01	25	0	9	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.01	0.01	26	0	10	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.01	0.01	27	0	10	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.01	0.01	28	0	10	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.01	0.01	29	0	10	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.01	0.01	30	0	10	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.01	0.002	1	0	10	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.01	0.002	2	0	10	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.01	0.002	3	0	10	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.01	0.002	4	0	9	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.01	0.002	5	0	10	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.01	0.002	6	0	10	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.01	0.002	7	0	10	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.01	0.002	8	0	10	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.01	0.002	9	0	10	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.01	0.002	10	0	10	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.01	0.002	11	0	10	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.01	0.002	12	0	10	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.01	0.002	13	0	10	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.01	0.002	14	0	10	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.01	0.002	15	0	10	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.01	0.002	16	0	10	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.01	0.002	17	0	10	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.01	0.002	18	0	10	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.01	0.002	19	0	10	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.01	0.002	20	0	10	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.01	0.002	21	0	10	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.01	0.002	22	0	10	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.01	0.002	23	0	10	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.01	0.002	24	0	10	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.01	0.002	25	0	9	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.01	0.002	26	0	10	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.01	0.002	27	0	10	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.01	0.002	28	0	10	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.01	0.002	29	0	10	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.01	0.002	30	0	10	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.01	0.003	1	0	10	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.01	0.003	2	0	10	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.01	0.003	3	0	10	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.01	0.003	4	0	9	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.01	0.003	5	0	10	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.01	0.003	6	0	10	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.01	0.003	7	0	10	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.01	0.003	8	0	10	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.01	0.003	9	0	10	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.01	0.003	10	0	10	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.01	0.003	11	0	10	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.01	0.003	12	0	10	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.01	0.003	13	0	10	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.01	0.003	14	0	10	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.01	0.003	15	0	10	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.01	0.003	16	0	10	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.01	0.003	17	0	10	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.01	0.003	18	0	10	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.01	0.003	19	0	10	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.01	0.003	20	0	10	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.01	0.003	21	0	10	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.01	0.003	22	0	10	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.01	0.003	23	0	10	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.01	0.003	24	0	10	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.01	0.003	25	0	9	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.01	0.003	26	0	10	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.01	0.003	27	0	10	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.01	0.003	28	0	10	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.01	0.003	29	0	10	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.01	0.003	30	0	10	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.01	0.004	1	0	10	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.01	0.004	2	0	10	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.01	0.004	3	0	10	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.01	0.004	4	0	9	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.01	0.004	5	0	10	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.01	0.004	6	0	10	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.01	0.004	7	0	10	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.01	0.004	8	0	10	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.01	0.004	9	0	10	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.01	0.004	10	0	10	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.01	0.004	11	0	10	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.01	0.004	12	0	10	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.01	0.004	13	0	10	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.01	0.004	14	0	10	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.01	0.004	15	0	10	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.01	0.004	16	0	10	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.01	0.004	17	0	10	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.01	0.004	18	0	10	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.01	0.004	19	0	10	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.01	0.004	20	0	10	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.01	0.004	21	0	10	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.01	0.004	22	0	10	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.01	0.004	23	0	10	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.01	0.004	24	0	10	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.01	0.004	25	0	9	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.01	0.004	26	0	10	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.01	0.004	27	0	10	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.01	0.004	28	0	10	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.01	0.004	29	0	10	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.01	0.004	30	0	10	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.01	0.0005	1	0	10	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.01	0.0005	2	0	10	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.01	0.0005	3	0	10	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.01	0.0005	4	0	9	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.01	0.0005	5	0	10	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.01	0.0005	6	0	10	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.01	0.0005	7	0	10	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.01	0.0005	8	0	10	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.01	0.0005	9	0	10	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.01	0.0005	10	0	10	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.01	0.0005	11	0	10	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.01	0.0005	12	0	10	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.01	0.0005	13	0	10	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.01	0.0005	14	0	10	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.01	0.0005	15	0	10	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.01	0.0005	16	0	10	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.01	0.0005	17	0	10	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.01	0.0005	18	0	10	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.01	0.0005	19	0	10	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.01	0.0005	20	0	10	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.01	0.0005	21	0	10	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.01	0.0005	22	0	10	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.01	0.0005	23	0	10	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.01	0.0005	24	0	10	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.01	0.0005	25	0	9	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.01	0.0005	26	0	10	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.01	0.0005	27	0	10	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.01	0.0005	28	0	10	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.01	0.0005	29	0	10	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.01	0.0005	30	0	10	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.01	0.005	1	0	10	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.01	0.005	2	0	10	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.01	0.005	3	0	10	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.01	0.005	4	0	9	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.01	0.005	5	0	10	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.01	0.005	6	0	10	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.01	0.005	7	0	10	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.01	0.005	8	0	10	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.01	0.005	9	0	10	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.01	0.005	10	0	10	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.01	0.005	11	0	10	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.01	0.005	12	0	10	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.01	0.005	13	0	10	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.01	0.005	14	0	10	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.01	0.005	15	0	10	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.01	0.005	16	0	10	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.01	0.005	17	0	10	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.01	0.005	18	0	10	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.01	0.005	19	0	10	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.01	0.005	20	0	10	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.01	0.005	21	0	10	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.01	0.005	22	0	10	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.01	0.005	23	0	10	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.01	0.005	24	0	10	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.01	0.005	25	0	9	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.01	0.005	26	0	10	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.01	0.005	27	0	10	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.01	0.005	28	0	10	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.01	0.005	29	0	10	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.01	0.005	30	0	10	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.01	0.006	1	0	10	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.01	0.006	2	0	10	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.01	0.006	3	0	10	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.01	0.006	4	0	9	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.01	0.006	5	0	10	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.01	0.006	6	0	10	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.01	0.006	7	0	10	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.01	0.006	8	0	10	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.01	0.006	9	0	10	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.01	0.006	10	0	10	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.01	0.006	11	0	10	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.01	0.006	12	0	10	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.01	0.006	13	0	10	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.01	0.006	14	0	10	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.01	0.006	15	0	10	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.01	0.006	16	0	10	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.01	0.006	17	0	10	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.01	0.006	18	0	10	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.01	0.006	19	0	10	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.01	0.006	20	0	10	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.01	0.006	21	0	10	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.01	0.006	22	0	10	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.01	0.006	23	0	10	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.01	0.006	24	0	10	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.01	0.006	25	0	9	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.01	0.006	26	0	10	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.01	0.006	27	0	10	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.01	0.006	28	0	10	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.01	0.006	29	0	10	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.01	0.006	30	0	10	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.01	0.007	1	0	10	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.01	0.007	2	0	10	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.01	0.007	3	0	10	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.01	0.007	4	0	9	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.01	0.007	5	0	10	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.01	0.007	6	0	10	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.01	0.007	7	0	10	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.01	0.007	8	0	10	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.01	0.007	9	0	10	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.01	0.007	10	0	10	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.01	0.007	11	0	10	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.01	0.007	12	0	10	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.01	0.007	13	0	10	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.01	0.007	14	0	10	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.01	0.007	15	0	10	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.01	0.007	16	0	10	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.01	0.007	17	0	10	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.01	0.007	18	0	10	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.01	0.007	19	0	10	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.01	0.007	20	0	10	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.01	0.007	21	0	10	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.01	0.007	22	0	10	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.01	0.007	23	0	10	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.01	0.007	24	0	10	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.01	0.007	25	0	9	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.01	0.007	26	0	10	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.01	0.007	27	0	10	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.01	0.007	28	0	10	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.01	0.007	29	0	10	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.01	0.007	30	0	10	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.01	0.008	1	0	10	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.01	0.008	2	0	10	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.01	0.008	3	0	10	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.01	0.008	4	0	9	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.01	0.008	5	0	10	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.01	0.008	6	0	10	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.01	0.008	7	0	10	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.01	0.008	8	0	10	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.01	0.008	9	0	10	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.01	0.008	10	0	10	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.01	0.008	11	0	10	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.01	0.008	12	0	10	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.01	0.008	13	0	10	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.01	0.008	14	0	10	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.01	0.008	15	0	10	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.01	0.008	16	0	10	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.01	0.008	17	0	10	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.01	0.008	18	0	10	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.01	0.008	19	0	10	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.01	0.008	20	0	10	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
0.01	0.008	21	0	10	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
