p_mut	p_inf	seed	n_inf_n	n_rec_n	ief_mean	ief_var	ief_max	ief_min	r0_mean	r0_var	r0_bins
1.5848931924611143e-6	0.0095	19	5000	0	550.1497420105433	52562.39339308034	2179.5163608472635	108.5294109973155	147.03004581028273	18.49737266154081	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 1, 1, 1, 1, 2, 0, 1, 2, 3, 5, 4, 7, 10, 8, 14, 9, 24, 21, 29, 25, 28, 27, 44, 81, 63, 102, 126, 189, 181, 230, 280, 426, 726, 2326]
1.5848931924611143e-6	0.0095	20	5000	0	576.6525484713053	59620.75989919015	2047.4070476188947	134.27427723835808	147.1287391163818	20.64612213832053	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 11, 2, 2, 0, 1, 0, 2, 3, 3, 4, 2, 3, 20, 10, 15, 10, 14, 17, 22, 18, 37, 45, 60, 76, 92, 93, 100, 125, 126, 192, 320, 374, 639, 2559]
1.5848931924611143e-6	0.0095	21	5000	0	657.5182364745814	116022.18243848612	2587.3805125625704	146.05480774889816	147.6167983816596	17.781272265363345	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 4, 0, 1, 1, 5, 2, 1, 8, 5, 2, 6, 12, 8, 8, 12, 16, 29, 15, 18, 30, 24, 39, 44, 48, 80, 72, 105, 146, 177, 220, 374, 633, 2852]
1.5848931924611143e-6	0.0095	22	5000	0	714.4811315718941	157823.07560011387	3593.60159934793	169.71084711038986	147.99853778893686	9.744611154212597	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 2, 0, 0, 1, 2, 4, 4, 5, 4, 8, 6, 7, 14, 17, 22, 21, 29, 49, 76, 67, 92, 201, 197, 332, 450, 621, 2767]
1.5848931924611143e-6	0.0095	23	5000	0	806.8783979838677	383469.0738356892	4658.004176938686	191.48373452037228	148.09936814191934	10.978783753868413	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 5, 3, 3, 3, 5, 11, 17, 14, 15, 21, 18, 10, 18, 42, 44, 53, 51, 91, 125, 164, 288, 358, 616, 3003, 17]
1.5848931924611143e-6	0.0095	24	5000	0	737.7371961529506	261328.8194017168	3657.0761397994047	115.93852987755899	147.9098288223069	12.473640734057447	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 2, 2, 5, 0, 0, 0, 3, 2, 4, 2, 1, 1, 2, 4, 1, 1, 4, 5, 4, 17, 38, 25, 38, 52, 74, 95, 108, 152, 215, 287, 417, 632, 2802]
1.5848931924611143e-6	0.0095	25	5000	0	765.9793877747549	196226.06562663612	3201.8523899840266	75.20405671892273	148.0694257815022	16.494450248478294	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 3, 5, 5, 0, 1, 2, 0, 2, 3, 10, 11, 11, 16, 24, 13, 45, 39, 66, 50, 55, 56, 74, 84, 164, 189, 290, 453, 3321]
1.5848931924611143e-6	0.0095	26	5000	0	597.9351483829274	62909.35957778947	1701.1259350258374	155.9227817990569	147.31390412127635	18.91412420871616	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 3, 1, 1, 2, 0, 3, 1, 5, 9, 6, 7, 6, 3, 17, 10, 10, 8, 19, 16, 16, 35, 43, 73, 42, 101, 68, 93, 174, 120, 184, 281, 369, 592, 2681]
1.5848931924611143e-6	0.0095	27	5000	0	628.5842340771889	83001.2927661192	2503.37704366698	100.63762608483464	147.58159408872274	19.572232173380552	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 6, 0, 0, 0, 0, 1, 3, 1, 2, 3, 3, 4, 1, 1, 1, 1, 3, 3, 2, 1, 9, 6, 10, 11, 5, 9, 7, 18, 12, 9, 34, 29, 34, 59, 76, 140, 136, 134, 184, 209, 348, 698, 2785]
1.5848931924611143e-6	0.0095	28	5000	0	689.8615439547056	300856.6472697423	5748.740695988692	134.39869223710372	147.36813670148658	20.278180383016142	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 2, 0, 0, 2, 0, 2, 3, 10, 2, 10, 5, 5, 10, 5, 7, 16, 8, 8, 10, 22, 32, 28, 28, 19, 20, 36, 50, 75, 114, 108, 199, 204, 262, 423, 592, 2649, 31]
1.5848931924611143e-6	0.0095	29	5000	0	581.6854534548377	71009.21941164308	2375.958349161179	143.15115792972884	147.4500924108622	15.291715409948745	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0, 3, 1, 1, 1, 6, 1, 2, 8, 8, 10, 9, 13, 13, 15, 19, 15, 39, 22, 42, 42, 58, 55, 104, 132, 155, 240, 288, 412, 812, 2471]
1.5848931924611143e-6	0.0095	30	5000	0	631.6429611455787	79542.94534425522	2076.3802514971285	138.64101633671515	147.8038069259012	13.85913723724786	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 2, 5, 3, 3, 4, 1, 4, 5, 7, 19, 20, 11, 23, 16, 25, 23, 39, 58, 89, 91, 86, 136, 177, 284, 377, 654, 2831]
2.51188643150958e-8	0.0	1	0	10	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
2.51188643150958e-8	0.0	2	0	10	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
2.51188643150958e-8	0.0	3	0	10	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
2.51188643150958e-8	0.0	4	0	10	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
2.51188643150958e-8	0.0	5	0	10	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
2.51188643150958e-8	0.0	6	0	10	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
2.51188643150958e-8	0.0	7	0	10	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
2.51188643150958e-8	0.0	8	0	10	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
2.51188643150958e-8	0.0	9	0	10	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
2.51188643150958e-8	0.0	10	0	10	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
2.51188643150958e-8	0.0	11	0	10	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
2.51188643150958e-8	0.0	12	0	10	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
2.51188643150958e-8	0.0	13	0	10	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
2.51188643150958e-8	0.0	14	0	10	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
2.51188643150958e-8	0.0	15	0	10	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
2.51188643150958e-8	0.0	16	0	10	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
2.51188643150958e-8	0.0	17	0	10	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
2.51188643150958e-8	0.0	18	0	10	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
2.51188643150958e-8	0.0	19	0	10	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
2.51188643150958e-8	0.0	20	0	10	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
2.51188643150958e-8	0.0	21	0	10	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
2.51188643150958e-8	0.0	22	0	10	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
2.51188643150958e-8	0.0	23	0	10	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
2.51188643150958e-8	0.0	24	0	10	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
2.51188643150958e-8	0.0	25	0	10	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
2.51188643150958e-8	0.0	26	0	10	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
2.51188643150958e-8	0.0	27	0	10	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
2.51188643150958e-8	0.0	28	0	10	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
2.51188643150958e-8	0.0	29	0	10	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
2.51188643150958e-8	0.0	30	0	10	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
2.51188643150958e-8	0.001	1	0	11	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
2.51188643150958e-8	0.001	2	0	11	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
2.51188643150958e-8	0.001	3	0	10	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
2.51188643150958e-8	0.001	4	0	10	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
2.51188643150958e-8	0.001	5	0	12	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
2.51188643150958e-8	0.001	6	0	15	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
2.51188643150958e-8	0.001	7	0	14	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
2.51188643150958e-8	0.001	8	0	11	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
2.51188643150958e-8	0.001	9	0	11	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
2.51188643150958e-8	0.001	10	0	11	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
2.51188643150958e-8	0.001	11	0	11	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
2.51188643150958e-8	0.001	12	0	11	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
2.51188643150958e-8	0.001	13	0	10	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
2.51188643150958e-8	0.001	14	0	10	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
2.51188643150958e-8	0.001	15	0	10	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
2.51188643150958e-8	0.001	16	0	10	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
2.51188643150958e-8	0.001	17	0	11	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
2.51188643150958e-8	0.001	18	0	10	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
2.51188643150958e-8	0.001	19	0	15	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
2.51188643150958e-8	0.001	20	0	12	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
2.51188643150958e-8	0.001	21	0	17	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
2.51188643150958e-8	0.001	22	0	11	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
2.51188643150958e-8	0.001	23	0	12	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
2.51188643150958e-8	0.001	24	0	15	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
2.51188643150958e-8	0.001	25	0	10	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
2.51188643150958e-8	0.001	26	0	10	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
2.51188643150958e-8	0.001	27	0	13	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
2.51188643150958e-8	0.001	28	0	13	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
2.51188643150958e-8	0.001	29	0	10	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
2.51188643150958e-8	0.001	30	0	12	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
2.51188643150958e-8	0.01	1	4876	124	11.400568988947242	1.6064824683428862	15.996115276073715	7.881674238834888	16.22581303435228	2.9023169946767484	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 27, 92, 2065, 280, 97, 2011, 224, 20, 49, 0, 1]
2.51188643150958e-8	0.01	2	4753	247	8.824791703892815	0.8670370970827292	11.89434449054427	5.059188956865291	12.72302891873495	1.6511913656236956	[0, 0, 0, 0, 0, 0, 0, 2, 0, 11, 767, 598, 1215, 1866, 146, 141, 7]
2.51188643150958e-8	0.01	3	4824	176	10.992958550915116	2.163466398713847	15.228548096522493	7.609211301816323	15.672564288548424	3.9343613532343626	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 163, 172, 693, 846, 1072, 890, 65, 904, 7, 11, 1]
2.51188643150958e-8	0.01	4	4699	301	7.696630994518461	0.4327982221850483	9.496914616003295	5.3307136735351035	11.160929680276343	0.8407165656272059	[0, 0, 0, 0, 0, 0, 0, 1, 28, 241, 2255, 1159, 877, 138]
2.51188643150958e-8	0.01	5	4911	89	14.329955447258643	1.304481198761376	17.293234943251985	10.144851612154254	20.10793920199123	2.263485073761506	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 109, 210, 371, 218, 201, 3457, 233, 87, 21]
2.51188643150958e-8	0.01	6	4875	125	12.366598210959562	1.0997143503608633	14.934899145901054	7.955067328866057	17.520873754859696	1.9841573457585673	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 58, 46, 480, 89, 71, 3110, 807, 163, 44]
2.51188643150958e-8	0.01	7	4677	323	6.946461722101753	0.19878333575858242	8.498031046965197	4.949619146544193	10.112133269995244	0.3918498445412564	[0, 0, 0, 0, 0, 0, 0, 6, 120, 2620, 1641, 221, 69]
2.51188643150958e-8	0.01	8	4753	247	8.365618455622768	1.255231526507934	11.155821121666548	5.035824979265682	12.085795429152318	2.4370195526862273	[0, 0, 0, 0, 0, 0, 0, 5, 112, 749, 623, 112, 230, 2822, 97, 3]
2.51188643150958e-8	0.01	9	4828	172	9.776482964287975	0.5834242932683484	12.541890259229248	6.741721996235931	14.03131483566988	1.0850411634130352	[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 8, 56, 153, 2746, 507, 1229, 124, 4]
2.51188643150958e-8	0.01	10	4889	111	13.54236442225762	4.819340750830308	18.5926708189155	6.644589294266607	19.052482812894425	8.416556836608603	[0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 1, 2, 86, 174, 61, 614, 760, 32, 38, 858, 9, 2044, 43, 37, 114, 12]
2.51188643150958e-8	0.01	11	4859	141	11.856649584974148	0.9704786482681749	14.657379458402131	7.824954193296739	16.841682283852954	1.7263944844537775	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 7, 57, 259, 369, 2931, 375, 408, 300, 152]
2.51188643150958e-8	0.01	12	4875	125	11.673168909365637	2.860486591819292	16.956808470828648	7.765809608730889	16.58334121067623	5.087475760570983	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 26, 69, 1457, 1353, 408, 122, 23, 801, 506, 81, 6, 3]
2.51188643150958e-8	0.01	13	4869	131	11.809433736401791	1.1793742835812833	16.086240978733173	8.877091147996182	16.7772487596951	2.1014345924586846	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 28, 332, 1783, 297, 1824, 182, 339, 10, 60, 12]
2.51188643150958e-8	0.01	14	4806	194	10.060361519370042	0.5039506243902955	13.675361381621446	7.516751767722791	14.41997151240253	0.9284542137643557	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 13, 30, 2824, 856, 494, 523, 59, 1, 1]
2.51188643150958e-8	0.01	15	0	35	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
2.51188643150958e-8	0.01	16	4812	188	9.299158240353778	0.26653729631730105	11.181089950538498	6.459980928895772	13.380149668497726	0.5103107355870411	[0, 0, 0, 0, 0, 0, 0, 0, 0, 60, 82, 91, 62, 4282, 201, 34]
2.51188643150958e-8	0.01	17	4818	182	9.968912077431481	0.6186895787643941	12.644906444137735	7.282652157784929	14.293988684942267	1.145999153327268	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 30, 152, 2207, 1059, 949, 357, 54]
2.51188643150958e-8	0.01	18	4864	136	11.001295635148926	0.820212387553095	16.405741626760086	7.490251210363348	15.693066910025724	1.4850263266168067	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 44, 17, 435, 113, 3630, 186, 192, 147, 17, 3, 57, 1]
2.51188643150958e-8	0.01	19	4730	270	8.029699327623552	0.43045428885479753	10.759242032256264	6.45605510943667	11.624889505988893	0.8295100231357663	[0, 0, 0, 0, 0, 0, 0, 0, 0, 38, 1749, 1474, 846, 611, 10, 2]
2.51188643150958e-8	0.01	20	4912	88	14.259605321516348	1.39935038788924	18.237626064521734	9.64553652472941	20.01493211678529	2.399493118161986	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 2, 19, 152, 386, 618, 252, 2817, 265, 227, 162, 5, 2]
2.51188643150958e-8	0.01	21	4923	77	16.975616995110247	1.5726738582698803	23.658538411573385	11.260194861763383	23.51383113798276	2.572181024527906	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 36, 45, 47, 17, 336, 213, 93, 3528, 261, 118, 35, 181, 6, 0, 5, 2]
2.51188643150958e-8	0.01	22	4468	532	5.306607075275556	0.11247978832171669	6.241697753001453	3.96418411888684	7.78858810126972	0.23004788113584662	[0, 0, 0, 0, 0, 4, 394, 3352, 715, 3]
2.51188643150958e-8	0.01	23	4902	98	13.9355590825617	2.053177874489383	16.61866690398702	7.9672628897266575	19.587692644308856	3.5639421208693696	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 19, 4, 70, 922, 138, 484, 619, 1875, 600, 155, 15]
2.51188643150958e-8	0.01	24	0	35	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
2.51188643150958e-8	0.01	25	4842	158	10.99127246059275	0.5754614025791575	13.971141960680473	7.602438724945549	15.6816807686852	1.0453941745234243	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 13, 31, 1928, 880, 1710, 175, 87, 17]
2.51188643150958e-8	0.01	26	4582	418	6.005981693090316	0.2572107038954656	7.894165742730807	4.504316900061224	8.783618439876465	0.518999471842361	[0, 0, 0, 0, 0, 0, 24, 1240, 972, 2316, 16, 14]
2.51188643150958e-8	0.01	27	4587	413	6.084569640887197	0.23415996687690557	7.612177684872446	4.168325005309903	8.894944343362015	0.47348010797619966	[0, 0, 0, 0, 0, 0, 35, 541, 773, 3101, 134, 3]
2.51188643150958e-8	0.01	28	4761	239	8.88502802354529	0.9390066626217576	12.129202493999944	6.041085368359947	12.80560262038988	1.781804774096309	[0, 0, 0, 0, 0, 0, 0, 0, 3, 53, 418, 401, 2342, 300, 1174, 36, 0, 34]
2.51188643150958e-8	0.01	29	4796	204	9.483182488140846	0.7762121466705887	12.447266516662447	5.184640334601997	13.628969163398697	1.495601439489512	[0, 0, 0, 0, 0, 0, 0, 17, 12, 254, 9, 94, 45, 3141, 1153, 47, 3, 21]
2.51188643150958e-8	0.01	30	4936	64	16.059686628847313	1.2996507454349773	20.215831721596402	10.415000706792581	22.345982447709094	2.124555326347629	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 2, 4, 46, 317, 130, 1830, 1237, 934, 61, 187, 183, 4]
2.51188643150958e-8	0.002	1	0	14	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
2.51188643150958e-8	0.002	2	0	11	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
2.51188643150958e-8	0.002	3	0	10	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
2.51188643150958e-8	0.002	4	0	11	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
2.51188643150958e-8	0.002	5	0	16	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
2.51188643150958e-8	0.002	6	0	20	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
2.51188643150958e-8	0.002	7	0	18	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
2.51188643150958e-8	0.002	8	0	12	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
2.51188643150958e-8	0.002	9	0	17	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
2.51188643150958e-8	0.002	10	0	14	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
2.51188643150958e-8	0.002	11	0	22	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
2.51188643150958e-8	0.002	12	0	12	NaN	NaN	-Inf	Inf	NaN	NaN	Int64[]
